Time, P (deg/s), Q (deg/s), R (deg/s), P dot (deg/s^2), Q dot (deg/s^2), R dot (deg/s^2), q bar (psf), Reynolds Number, V_{Total} (ft/s), V_{Inertial} (ft/s), UBody, VBody, WBody, Aero V_{X Body} (ft/s), Aero V_{Y Body} (ft/s), Aero V_{Z Body} (ft/s), V_{North} (ft/s), V_{East} (ft/s), V_{Down} (ft/s), F_{Drag} (lbs), F_{Side} (lbs), F_{Lift} (lbs), L/D, F_{Aero x} (lbs), F_{Aero y} (lbs), F_{Aero z} (lbs), F_{Prop x} (lbs), F_{Prop y} (lbs), F_{Prop z} (lbs), F_{Gear x} (lbs), F_{Gear y} (lbs), F_{Gear z} (lbs), F_{Ext x} (lbs), F_{Ext y} (lbs), F_{Ext z} (lbs), F_{Buoyant x} (lbs), F_{Buoyant y} (lbs), F_{Buoyant z} (lbs), F_{Total x} (lbs), F_{Total y} (lbs), F_{Total z} (lbs), L_{Aero} (ft-lbs), M_{Aero} ( ft-lbs), N_{Aero} (ft-lbs), L_{Prop} (ft-lbs), M_{Prop} (ft-lbs), N_{Prop} (ft-lbs), L_{Gear} (ft-lbs), M_{Gear} (ft-lbs), N_{Gear} (ft-lbs), L_{ext} (ft-lbs), M_{ext} (ft-lbs), N_{ext} (ft-lbs), L_{Buoyant} (ft-lbs), M_{Buoyant} (ft-lbs), N_{Buoyant} (ft-lbs), L_{Total} (ft-lbs), M_{Total} (ft-lbs), N_{Total} (ft-lbs), Altitude ASL (ft), Altitude AGL (ft), Phi (deg), Theta (deg), Psi (deg), Alpha (deg), Beta (deg), Latitude (deg), Longitude (deg), ECEF X (ft), ECEF Y (ft), ECEF Z (ft), EPA (deg), Distance AGL (ft), Terrain Radius (ft), aero/function/kCLge, aero/coefficient/CDDh, aero/coefficient/CDmach, aero/coefficient/CDDlef, aero/coefficient/CDDflaps, aero/coefficient/CDgear, aero/coefficient/CDDsb, aero/coefficient/CDq, aero/coefficient/CDq_Dlef, aero/coefficient/CYb, aero/coefficient/CYb_M, aero/coefficient/CYDa, aero/coefficient/CYdr, aero/coefficient/CYp, aero/coefficient/CYr, aero/coefficient/CLDh, aero/coefficient/CLDlef, aero/coefficient/CLDflaps, aero/coefficient/CLDsb, aero/coefficient/CLq, aero/coefficient/CLq_Dsb, aero/coefficient/Clb, aero/coefficient/Clb_M, aero/coefficient/Clp, aero/coefficient/Clr, aero/coefficient/Clda, aero/coefficient/Clda_M, aero/coefficient/Cldr_M, aero/coefficient/Cldr, aero/coefficient/CmDh, aero/coefficient/Cma_M, aero/coefficient/CmDsb, aero/coefficient/Cmq, aero/coefficient/Cnb, aero/coefficient/Cnb_M, aero/coefficient/Cnp, aero/coefficient/Cnr, aero/coefficient/Cnda_M, aero/coefficient/Cnda, aero/coefficient/Cndr, aero/coefficient/Cndr_M, NOSE_LG WOW, NOSE_LG stroke (ft), NOSE_LG stroke velocity (ft/sec), NOSE_LG compress force (lbs), NOSE_LG wheel side force (lbs), NOSE_LG wheel roll force (lbs), NOSE_LG body X force (lbs), NOSE_LG body Y force (lbs), NOSE_LG wheel velocity vec X (ft/sec), NOSE_LG wheel velocity vec Y (ft/sec), NOSE_LG wheel rolling velocity (ft/sec), NOSE_LG wheel side velocity (ft/sec), NOSE_LG wheel slip (deg), LEFT_MLG WOW, LEFT_MLG stroke (ft), LEFT_MLG stroke velocity (ft/sec), LEFT_MLG compress force (lbs), LEFT_MLG wheel side force (lbs), LEFT_MLG wheel roll force (lbs), LEFT_MLG body X force (lbs), LEFT_MLG body Y force (lbs), LEFT_MLG wheel velocity vec X (ft/sec), LEFT_MLG wheel velocity vec Y (ft/sec), LEFT_MLG wheel rolling velocity (ft/sec), LEFT_MLG wheel side velocity (ft/sec), LEFT_MLG wheel slip (deg), RIGHT_MLG WOW, RIGHT_MLG stroke (ft), RIGHT_MLG stroke velocity (ft/sec), RIGHT_MLG compress force (lbs), RIGHT_MLG wheel side force (lbs), RIGHT_MLG wheel roll force (lbs), RIGHT_MLG body X force (lbs), RIGHT_MLG body Y force (lbs), RIGHT_MLG wheel velocity vec X (ft/sec), RIGHT_MLG wheel velocity vec Y (ft/sec), RIGHT_MLG wheel rolling velocity (ft/sec), RIGHT_MLG wheel side velocity (ft/sec), RIGHT_MLG wheel slip (deg),  Total Gear Force_X (lbs),  Total Gear Force_Y (lbs),  Total Gear Force_Z (lbs),  Total Gear Moment_L (ft-lbs),  Total Gear Moment_M (ft-lbs),  Total Gear Moment_N (ft-lbs)
0.0833, 0.0000000000000000, -0.0005729577999999, -0.0000000000000000, 0.0004078376157352, 0.0304871076113889, 0.0002529845683045, 380.8527987, 30010365.54, 925.051872823, 1782.69956098, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0465227152709500, -3.1461444734294219, -0.0000000000015650, -3149.790646 , -0.02837313734 , -20427.90812, 6.485481232, -2934.53533 , -0.02880553859 , -20459.93924, 3147.282889 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 212.7475589805344500, -0.0288055385914766, -20459.9392425439840000, 0.08279324669 , 967.8611854 , 0.2885758577, 0 , -937.4742587 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0.0827932466888288, 30.3869266755529000, 0.2885758577438724, 29999.999798104, 29999.999798104, 0.0088992110125954, 0.6032651737036405, 359.8052229014763300, 0.60326517975812, 7.8655281708623e-006, -2.1264721644404, 0.78392301962142, 20939258.9850217920000000, 286509.6082162906000000, -777568.2070546461000000, 0.00038283693599066, 29999.999798104, 20925650,  1.000000, 2975.237018, 1088.911215, -0.482581, -913.874292,  0.000000,  0.000000,  0.000706,  0.000007, -0.017975,  0.000596, -0.001626, -0.009368, -0.000000, -0.000000, 20438.091938, -10.387963,  0.000000,  0.000000, -0.204148,  0.000000, -0.045887,  0.085459, -0.000000, -0.000000,  0.110345, -0.000788,  0.000228, -0.048622, 10332.884846, -7114.552679,  0.000000,  0.414170,  0.098010,  0.007525, -0.000000,  0.000000,  0.009684,  0.021324,  0.147051, -0.000759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.09163, 0.0000000000000000, 0.0000000000000001, 0.0005729578000000, 0.0004078371279113, 0.0314005715916250, 0.0002529566504925, 380.8527987, 30010365.54, 925.051872823, 1782.69956098, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0465227152709500, -3.1461444734294219, -0.0000000000015650, -3149.792073 , -0.02837313734 , -20427.49983, 6.485348669, -2934.541056 , -0.02880553879 , -20459.53098, 3147.282889 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 212.7418336206014800, -0.0288055387873177, -20459.5309845405030000, 0.08279324461 , 968.7718199 , 0.2885758618, 0 , -937.4744708 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0.0827932446062271, 31.2973490802160090, 0.2885758617825497, 29999.999798104, 29999.999798104, 0.0088992110125954, 0.6032651737036405, 359.8052229014763300, 0.60326517975812, 7.8655281708623e-006, -2.1264721644404, 0.78392301962142, 20939258.9850217920000000, 286509.6082162906000000, -777568.2070546461000000, 0.00041764029380799, 29999.999798104, 20925650,  1.000000, 2975.237018, 1088.911215, -0.482581, -913.874292,  0.000000,  0.000000, -0.000000, -0.000000, -0.017975,  0.000596, -0.001626, -0.009368, -0.000000,  0.016413, 20438.091938, -10.387963,  0.000000,  0.000000,  0.000000, -0.000000, -0.045887,  0.085459, -0.000000,  0.038379,  0.110345, -0.000788,  0.000228, -0.048622, 10332.884846, -7114.552679,  0.000000, -0.000000,  0.098010,  0.007525, -0.000000, -0.210634,  0.009684,  0.021324,  0.147051, -0.000759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.09996, 0.0000000000000000, 0.0000000000000001, -0.0005729578000000, 0.0006189736065221, 0.0309394575877129, 0.0000735669900997, 380.8527987, 30010365.54, 925.051872823, 1782.69956098, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0465227152709500, -3.1461444734294219, -0.0000000000015650, -3149.79136 , -0.01195968372 , -20427.70398, 6.485414951, -2934.538193 , -0.01239208507 , -20459.73511, 3147.282889 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 212.7446962983144700, -0.0123920850697339, -20459.7351135422650000, 0.1313958308 , 968.3125151 , 0.07467091875, 0 , -937.474685 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0.1313958308454801, 30.8378300439533180, 0.0746709187532744, 29999.999798104, 29999.999798104, 0.0088992110125954, 0.6032651737036405, 359.8052229014763300, 0.60326517975812, 7.8655281708623e-006, -2.1264721644404, 0.78392301962142, 20939258.9850217920000000, 286509.6082162906000000, -777568.2070546461000000, 0.00045244365162532, 29999.999798104, 20925650,  1.000000, 2975.237018, 1088.911215, -0.482581, -913.874292,  0.000000,  0.000000, -0.000000, -0.000000, -0.017975,  0.000596, -0.001626, -0.009368, -0.000000, -0.016413, 20438.091938, -10.387963,  0.000000,  0.000000,  0.000000, -0.000000, -0.045887,  0.085459, -0.000000, -0.038379,  0.110345, -0.000788,  0.000228, -0.048622, 10332.884846, -7114.552679,  0.000000, -0.000000,  0.098010,  0.007525, -0.000000,  0.210634,  0.009684,  0.021324,  0.147051, -0.000759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.10829, 0.0000000000000000, 0.0000000000000001, -0.0000000000000000, 0.0001967011143971, 0.0309385910941343, 0.0004323463636112, 380.8485892, 30010098.22, 925.051872823, 1782.69957967, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0465227152709500, -3.1461444734294219, -0.0000000000015650, -3149.79136 , -0.04478659096 , -20427.70398, 6.485414951, -2934.538193 , -0.04521899231 , -20459.73511, 3147.276156 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 212.7379630545501600, -0.0452189923090604, -20459.7351135422180000, 0.03419065139 , 968.3098221 , 0.5024808193, 0 , -937.4728957 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0.0341906513910989, 30.8369264379632570, 0.5024808192523587, 30000.299808089, 30000.299808085, 0.0088992110125954, 0.6032651737036405, 359.8052229014763300, 0.60326517975812, 7.8655281708623e-006, -2.1264721644404, 0.78392301962142, 20939259.2847971170000000, 286509.6123180838800000, -777568.2181866429700000, 0.00048724700944266, 30000.299808085, 20925650,  1.000000, 2975.204133, 1088.910131, -0.482576, -913.864191,  0.000000,  0.000000, -0.000000, -0.000000, -0.017975,  0.000596, -0.001626, -0.009368, -0.000000, -0.000000, 20437.866038, -10.387848,  0.000000,  0.000000,  0.000000, -0.000000, -0.045887,  0.085458, -0.000000, -0.000000,  0.110343, -0.000788,  0.000228, -0.048621, 10332.770638, -7114.577784,  0.000000, -0.000000,  0.098008,  0.007525, -0.000000,  0.000000,  0.009684,  0.021324,  0.147050, -0.000759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.11662, 0.0000000000000000, 0.0000000000000001, -0.0000000000000000, 0.0004078327042746, 0.0308187771368209, 0.0002529535976864, 380.8570083, 30010632.85, 925.051872823, 1782.69954229, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0465227152709500, -3.1461444734294219, -0.0000000000015650, -3149.767498 , -0.02837282238 , -20427.47819, 6.4853924, -2934.51671 , -0.02880522045 , -20459.50909, 3147.305823 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 212.7891130716170700, -0.0288052204501516, -20459.5090893069540000, 0.08279228872 , 968.1994569 , 0.2885723427, 0 , -937.4819508 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0.0827922887231888, 30.7175060699745470, 0.2885723426983164, 29999.699788112, 29999.699788112, 0.0088992110125954, 0.6032651737036405, 359.8052229014763300, 0.60326517975812, 7.8655281708623e-006, -2.1264721644404, 0.78392301962142, 20939258.6852464600000000, 286509.6041144972600000, -777568.1959226491200000, 0.00052205036725999, 29999.699788112, 20925650,  1.000000, 2975.269903, 1088.912298, -0.482586, -913.884393,  0.000000,  0.000000, -0.000000, -0.000000, -0.017975,  0.000596, -0.001626, -0.009368, -0.000000, -0.000000, 20438.317840, -10.388077,  0.000000,  0.000000,  0.000000, -0.000000, -0.045888,  0.085460, -0.000000, -0.000000,  0.110346, -0.000788,  0.000228, -0.048622, 10332.999055, -7114.527572,  0.000000, -0.000000,  0.098011,  0.007525, -0.000000,  0.000000,  0.009685,  0.021324,  0.147053, -0.000759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.12495, 0.0000000000000000, 0.0000000000000001, -0.0000000000000000, 0.0004078421486604, 0.0310380418796860, 0.0002529597907823, 380.8527987, 30010365.54, 925.051872823, 1782.69956098, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0465227152709500, -3.1461444734294219, -0.0000000000015650, -3149.815222 , -0.0283734523 , -20427.92976, 6.485437502, -2934.559677 , -0.02880585693 , -20459.96114, 3147.284958 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 212.7252819012596800, -0.0288058569313396, -20459.9611396928630000, 0.08279418659 , 968.4120069 , 0.2885794095, 0 , -937.4759566 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0.0827941865875986, 30.9360502729365410, 0.2885794094862683, 29999.999798104, 29999.999798104, 0.0088992110125954, 0.6032651737036405, 359.8052229014763300, 0.60326517975812, 7.8655281708623e-006, -2.1264721644404, 0.78394085885025, 20939258.8958150710000000, 286516.1277231709100000, -777568.2070546461000000, 0.00055685372507732, 29999.999798104, 20925650,  1.000000, 2975.237018, 1088.911215, -0.482581, -913.874292,  0.000000,  0.000000, -0.000000, -0.000000, -0.017975,  0.000596, -0.001626, -0.009368, -0.000000, -0.000000, 20438.091938, -10.387963,  0.000000,  0.000000,  0.000000, -0.000000, -0.045887,  0.085459, -0.000000, -0.000000,  0.110345, -0.000788,  0.000228, -0.048622, 10332.884846, -7114.552679,  0.000000, -0.000000,  0.098010,  0.007525, -0.000000,  0.000000,  0.009684,  0.021324,  0.147051, -0.000759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.13328, 0.0000000000000000, 0.0000000000000001, -0.0000000000000000, 0.0004078375064710, 0.0309276541046778, 0.0002529567116066, 380.8527987, 30010365.54, 925.051872823, 1782.69956098, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0465227152709500, -3.1461444734294219, -0.0000000000015650, -3149.79136 , -0.02837313734 , -20427.70398, 6.485414951, -2934.538193 , -0.02880553869 , -20459.73511, 3147.282889 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 212.7446963011889200, -0.0288055386893971, -20459.7351135422430000, 0.08279323458 , 968.301588 , 0.2885758823, 0 , -937.4755629 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0.0827932345756644, 30.8260251138171950, 0.2885758823497125, 29999.999798097, 29999.999798097, 0.0088992110125954, 0.6032651737036405, 359.8052229014763300, 0.60326517975812, 7.8655281708623e-006, -2.1264721644404, 0.78390518039258, 20939259.0742264760000000, 286503.0887093824000000, -777568.2070546461000000, 0.00059165708289465, 29999.999798097, 20925650,  1.000000, 2975.237018, 1088.911215, -0.482581, -913.874292,  0.000000,  0.000000, -0.000000, -0.000000, -0.017975,  0.000596, -0.001626, -0.009368, -0.000000, -0.000000, 20438.091938, -10.387963,  0.000000,  0.000000,  0.000000, -0.000000, -0.045887,  0.085459, -0.000000, -0.000000,  0.110345, -0.000788,  0.000228, -0.048622, 10332.884846, -7114.552679,  0.000000, -0.000000,  0.098010,  0.007525, -0.000000,  0.000000,  0.009684,  0.021324,  0.147051, -0.000759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.14161, 0.0000000000000000, 0.0000000000000001, -0.0000000000000000, 0.0004078375604884, 0.0309246229916698, 0.0002529567233429, 380.8527987, 30010365.54, 925.051872823, 1782.69958743, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0465227152709500, -3.1461444734294219, -0.0000000000015650, -3149.79136 , -0.02837313734 , -20427.70398, 6.485414951, -2934.538193 , -0.02880553869 , -20459.73511, 3147.282889 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 212.7446962997742000, -0.0288055386894050, -20459.7351135478570000, 0.0827932325 , 968.2987915 , 0.2885758866, 0 , -937.4757876 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0.0827932324996847, 30.8230038684791910, 0.2885758865848281, 29999.999798108, 29999.999798108, 0.0088992110125954, 0.6032651737036405, 359.8052229014763300, 0.60326517975812, 7.8655281708623e-006, -2.1264408997201, 0.78392301962142, 20939259.4092764000000000, 286509.6140213203600000, -777556.7800112908000000, 0.00062646044071199, 29999.999798108, 20925650,  1.000000, 2975.237018, 1088.911215, -0.482581, -913.874292,  0.000000,  0.000000, -0.000000, -0.000000, -0.017975,  0.000596, -0.001626, -0.009368, -0.000000, -0.000000, 20438.091938, -10.387963,  0.000000,  0.000000,  0.000000, -0.000000, -0.045887,  0.085459, -0.000000, -0.000000,  0.110345, -0.000788,  0.000228, -0.048622, 10332.884846, -7114.552679,  0.000000, -0.000000,  0.098010,  0.007525, -0.000000,  0.000000,  0.009684,  0.021324,  0.147051, -0.000759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.14994, 0.0000000000000000, 0.0000000000000001, -0.0000000000000000, 0.0004078376150046, 0.0309215637741475, 0.0002529567351877, 380.8527987, 30010365.54, 925.051872823, 1782.69953453, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0465227152709500, -3.1461444734294219, -0.0000000000015650, -3149.79136 , -0.02837313734 , -20427.70398, 6.485414951, -2934.538193 , -0.02880553869 , -20459.73511, 3147.282889 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 212.7446963008083000, -0.0288055386893932, -20459.7351135394490000, 0.0827932304 , 968.295969 , 0.2885758909, 0 , -937.4760144 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0.0827932304044153, 30.8199546096611810, 0.2885758908589555, 29999.999798104, 29999.999798104, 0.0088992110125954, 0.6032651737036405, 359.8052229014763300, 0.60326517975812, 7.8655281708623e-006, -2.1265034291607, 0.78392301962142, 20939258.5607609530000000, 286509.6024111755500000, -777579.6340977699700000, 0.00066126379852932, 29999.999798104, 20925650,  1.000000, 2975.237018, 1088.911215, -0.482581, -913.874292,  0.000000,  0.000000, -0.000000, -0.000000, -0.017975,  0.000596, -0.001626, -0.009368, -0.000000, -0.000000, 20438.091938, -10.387963,  0.000000,  0.000000,  0.000000, -0.000000, -0.045887,  0.085459, -0.000000, -0.000000,  0.110345, -0.000788,  0.000228, -0.048622, 10332.884846, -7114.552679,  0.000000, -0.000000,  0.098010,  0.007525, -0.000000,  0.000000,  0.009684,  0.021324,  0.147051, -0.000759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.15827, 0.0000000000000000, 0.0000000000000001, -0.0000000000000000, 0.0004078376700213, 0.0309184764636441, 0.0002529567470444, 380.8527987, 30010365.54, 925.051872823, 1782.69947754, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0465223839638600, -3.1462418845676825, -0.0000000143478402, -3149.79136 , -0.02837313734 , -20427.70398, 6.485414951, -2934.538193 , -0.02880553869 , -20459.73511, 3147.282889 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 212.7446963005677400, -0.0288055386893971, -20459.7351135422430000, 0.08279322829 , 968.2931207 , 0.2885758952, 0 , -937.4762434 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0.0827932282899621, 30.8168773498218800, 0.2885758951724885, 29999.999798104, 29999.999798104, 0.0094722578047055, 0.6032651737036404, 359.8052229014763300, 0.60326517975812, 7.8655281708623e-006, -2.1264721644404, 0.78392301962142, 20939258.9850217920000000, 286509.6082162906000000, -777568.2070546462200000, 0.00069606715634665, 29999.999798104, 20925650,  1.000000, 2975.237018, 1088.911215, -0.482581, -913.874292,  0.000000,  0.000000, -0.000000, -0.000000, -0.017975,  0.000596, -0.001626, -0.009368, -0.000000, -0.000000, 20438.091938, -10.387963,  0.000000,  0.000000,  0.000000, -0.000000, -0.045887,  0.085459, -0.000000, -0.000000,  0.110345, -0.000788,  0.000228, -0.048622, 10332.884846, -7114.552679,  0.000000, -0.000000,  0.098010,  0.007525, -0.000000,  0.000000,  0.009684,  0.021324,  0.147051, -0.000759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1666, 0.0000000000000000, 0.0000000000000001, -0.0000000000000000, 0.0004078377255423, 0.0309153610539852, 0.0002529567593008, 380.8527987, 30010365.54, 925.051872823, 1782.69964442, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0465230465670200, -3.1460470622909855, 0.0000000133704958, -3149.79136 , -0.02837313734 , -20427.70398, 6.485414951, -2934.538193 , -0.02880553869 , -20459.73511, 3147.282889 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 212.7446963005677400, -0.0288055386893971, -20459.7351135422430000, 0.08279322616 , 968.2902465 , 0.2885758995, 0 , -937.4764744 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0.0827932261562663, 30.8137720821325730, 0.2885758995252087, 29999.999798104, 29999.999798104, 0.0083261642204852, 0.6032651737036402, 359.8052229014763300, 0.60326517975812, 7.8655281708623e-006, -2.1264721644404, 0.78392301962142, 20939258.9850217920000000, 286509.6082162906000000, -777568.2070546461000000, 0.00073087051416398, 29999.999798104, 20925650,  1.000000, 2975.237018, 1088.911215, -0.482581, -913.874292,  0.000000,  0.000000, -0.000000, -0.000000, -0.017975,  0.000596, -0.001626, -0.009368, -0.000000, -0.000000, 20438.091938, -10.387963,  0.000000,  0.000000,  0.000000, -0.000000, -0.045887,  0.085459, -0.000000, -0.000000,  0.110345, -0.000788,  0.000228, -0.048622, 10332.884846, -7114.552679,  0.000000, -0.000000,  0.098010,  0.007525, -0.000000,  0.000000,  0.009684,  0.021324,  0.147051, -0.000759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.17493, 0.0000000000000000, 0.0000000000000001, -0.0000000000000000, 0.0004078377815507, 0.0309122175492836, 0.0002529567713746, 380.8527987, 30010365.54, 925.051872823, 1782.69956098, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0005980994682200, 0.0001269905316796, 9.7396575027712604, 925.0465226680391900, -3.1461444732688539, -0.0093479171032449, -3149.79136 , -0.02837313734 , -20427.70398, 6.485414951, -2934.538193 , -0.02880553869 , -20459.73511, 3147.282889 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 212.7446963005677400, -0.0288055386893971, -20459.7351135422430000, 0.082793224 , 968.2873463 , 0.2885759039, 0 , -937.4767075 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0.0827932240033396, 30.8106388079702360, 0.2885759039171595, 29999.999798104, 29999.999798104, 0.0088992110125954, 0.6038441641553773, 359.8052229014763300, 0.60326517975812, 7.8655281708623e-006, -2.1264721644404, 0.78392301962142, 20939258.9850217920000000, 286509.6082162906000000, -777568.2070546461000000, 0.00076567387198132, 29999.999798104, 20925650,  1.000000, 2975.237018, 1088.911215, -0.482581, -913.874292,  0.000000,  0.000000, -0.000000, -0.000000, -0.017975,  0.000596, -0.001626, -0.009368, -0.000000, -0.000000, 20438.091938, -10.387963,  0.000000,  0.000000,  0.000000, -0.000000, -0.045887,  0.085459, -0.000000, -0.000000,  0.110345, -0.000788,  0.000228, -0.048622, 10332.884846, -7114.552679,  0.000000, -0.000000,  0.098010,  0.007525, -0.000000,  0.000000,  0.009684,  0.021324,  0.147051, -0.000759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
